Metric,Modality_1,Modality_2,Modality_3
clustered,0.013940432466839715,0.0501200146586727,0.03831513888122938
same_cluster,0.017595261753337046,0.0625799220630266,0.043461346050538696
distinct_clusters,0.0014039514558027344,0.02839035045116799,0.0014034860695349757
