Metric,Modality_1,Modality_2,Modality_3
clustered,0.01675704394800486,0.0568116167952218,0.04000909833686937
same_cluster,0.020434224027291253,0.06849352883688038,0.04441914437044393
distinct_clusters,0.0018895704655621792,0.02711464536886357,0.0018725478943624712
