Metric,Modality_1,Modality_2,Modality_3
clustered,0.014858642503010687,0.0483817887343349,0.0371537973400277
same_cluster,0.01883165183900591,0.06330077436975677,0.043812117888794695
distinct_clusters,0.001665282234437534,0.026323233440077164,0.0016881450862494618
