Metric,Modality_1,Modality_2,Modality_3
clustered,0.016750609717378184,0.049978783986425496,0.04006981158771763
same_cluster,0.019838993502234697,0.06662803459383909,0.044464398638671326
distinct_clusters,0.001807478341616317,0.02631112015752886,0.001814076381448311
