Metric,Modality_1,Modality_2,Modality_3
clustered,0.015581489695409942,0.04440407706497972,0.03881149451595555
same_cluster,0.018461413311231467,0.06033208155441003,0.04393115100197037
distinct_clusters,0.0016817126305369466,0.0242951456877998,0.001706607162599485
