Metric,Modality_1,Modality_2,Modality_3
n,3000.0,3000.0,3000.0
clustered,0.01577534859401047,0.01888295944723673,0.0017753454298872825
same_cluster,0.04962669149014871,0.0657230024048269,0.02373474043836334
distinct_clusters,0.03845892696310213,0.045292154333564365,0.0017956015722130222
