Metric,Modality_1,Modality_2,Modality_3
n,4000.0,4000.0,4000.0
clustered,0.015460330408489553,0.0205358654772638,0.0014491914210501464
same_cluster,0.049371207972033815,0.0590476222108187,0.025655606500306658
distinct_clusters,0.03897137087605585,0.044473656352018345,0.0014371681801844303
