Metric,Modality_1,Modality_2,Modality_3
n,2000.0,2000.0,2000.0
clustered,0.01562910164938162,0.018617007843124617,0.0015859913690367045
same_cluster,0.053377267725101214,0.06489952312441137,0.026699151063967873
distinct_clusters,0.037763306939598784,0.04499340875229414,0.0015944131756873993
